rank,Name,Team,G,PA,AB,H,HR,FB%,HR/FB,AVG,SLG,ISO,BB%,K%
257,Niko Goodrum,- - -,60,208,188,41,8,33.9%,20.5%,.218,.383,.165,8.2%,35.1%
258,Colin Moran,- - -,75,254,223,52,6,23.9%,16.2%,.233,.345,.112,11.0%,26.8%
259,Nicky Lopez,KCR,109,417,369,101,1,20.0%,1.6%,.274,.320,.046,7.9%,14.9%
260,Isiah Kiner-Falefa,- - -,110,471,436,122,2,25.9%,2.1%,.280,.342,.062,4.7%,14.6%
261,Myles Straw,- - -,112,491,427,106,2,37.1%,1.6%,.248,.316,.068,11.8%,17.5%
262,Mitch Moreland,OAK,39,112,105,24,4,37.8%,12.9%,.229,.429,.200,4.5%,21.4%
263,Curt Casali,SFG,55,176,151,30,5,44.0%,11.4%,.199,.351,.152,11.4%,28.4%
264,Danny Mendick,CHW,52,173,153,36,4,32.1%,11.4%,.235,.353,.118,8.7%,25.4%
265,Edmundo Sosa,STL,70,230,206,51,4,30.8%,8.2%,.248,.350,.102,3.9%,21.3%
266,Pavin Smith,ARI,107,402,367,87,10,36.9%,9.6%,.237,.368,.131,7.7%,21.4%
267,Miguel Rojas,MIA,100,398,374,95,8,31.8%,7.8%,.254,.388,.134,4.0%,14.1%
268,Adolis Garcia,TEX,115,490,463,110,17,36.8%,14.3%,.238,.410,.173,4.7%,28.8%
269,Trent Grisham,SDP,112,471,410,88,14,41.7%,11.9%,.215,.366,.151,10.4%,25.7%
270,Chad Pinder,OAK,67,242,231,55,8,30.8%,16.7%,.238,.407,.169,4.1%,31.0%
271,Juan Lagares,LAA,51,175,165,39,5,33.9%,11.9%,.236,.406,.170,4.6%,21.7%
272,Travis Jankowski,- - -,47,107,87,20,0,20.9%,0.0%,.230,.276,.046,15.9%,15.0%
273,Whit Merrifield,KCR,119,531,488,128,8,37.8%,5.1%,.262,.377,.115,5.5%,15.1%
274,Carlos Santana,KCR,102,426,360,72,14,37.2%,12.7%,.200,.333,.133,14.6%,15.3%
275,Stephen Piscotty,OAK,50,149,138,34,3,38.0%,8.6%,.246,.362,.116,6.0%,30.9%
276,Christian Vazquez,BOS,101,392,364,96,4,36.3%,3.7%,.264,.357,.093,5.9%,17.1%
277,Adam Frazier,- - -,119,490,444,115,2,29.9%,1.7%,.259,.333,.074,7.6%,10.8%
278,Mike Brosseau,- - -,55,159,143,31,5,35.1%,15.2%,.217,.378,.161,9.4%,31.4%
279,Rob Refsnyder,- - -,32,111,90,17,2,39.7%,8.0%,.189,.311,.122,15.3%,26.1%
280,Bryan De La Cruz,MIA,49,175,160,37,5,27.0%,16.7%,.231,.363,.131,8.6%,28.0%
281,Hoy Park,PIT,35,123,107,23,3,41.0%,9.4%,.215,.374,.159,9.8%,23.6%
282,Ben Gamel,- - -,76,251,218,48,4,29.7%,9.3%,.220,.339,.119,11.2%,29.1%
283,Wilmer Difo,PIT,49,113,103,27,1,33.8%,4.2%,.262,.340,.078,8.0%,26.5%
284,Jonathan Schoop,DET,110,472,444,107,15,33.2%,13.2%,.241,.394,.153,5.1%,22.0%
285,Nico Hoerner,CHC,50,191,176,48,2,30.0%,4.2%,.273,.358,.085,5.8%,8.9%
286,Paul DeJong,STL,67,239,212,39,14,46.5%,20.9%,.184,.415,.231,9.2%,29.7%
287,Ke'Bryan Hayes,PIT,78,328,300,73,5,28.8%,7.9%,.243,.350,.107,7.6%,25.0%
288,Bobby Dalbec,BOS,101,353,323,68,14,41.4%,17.1%,.211,.399,.189,6.8%,36.0%
289,Jake Fraley,- - -,48,165,141,26,6,40.6%,15.4%,.184,.340,.156,13.9%,27.3%
290,Maikel Franco,- - -,87,355,336,86,6,29.0%,7.6%,.256,.381,.125,4.2%,18.9%
291,Rougned Odor,- - -,83,311,283,60,12,46.1%,13.6%,.212,.392,.180,6.1%,28.3%
292,Roberto Perez,- - -,37,131,113,21,6,31.3%,28.6%,.186,.354,.168,12.2%,34.4%
293,Miguel Andujar,NYY,30,115,108,30,2,33.0%,6.7%,.278,.343,.065,5.2%,15.7%
294,Luis Torrens,SEA,69,241,219,50,8,26.5%,20.5%,.228,.370,.142,7.9%,30.7%
295,Alex Dickerson,- - -,64,192,176,38,7,42.9%,13.0%,.216,.381,.165,6.3%,26.0%
296,Jorge Soler,- - -,111,464,410,80,19,44.4%,14.6%,.195,.385,.190,9.3%,25.6%
297,Ryan O'Hearn,KCR,67,197,184,43,9,32.8%,20.9%,.234,.408,.174,5.1%,28.4%
298,Ha-seong Kim,SDP,98,303,275,62,7,44.8%,7.4%,.225,.378,.153,6.3%,22.4%
299,Brian Goodwin,CHW,40,149,136,31,3,32.4%,8.8%,.228,.375,.147,8.1%,21.5%
300,James McCann,NYM,70,248,227,54,7,27.8%,15.6%,.238,.361,.123,6.5%,26.2%
301,Franmil Reyes,CLE,79,332,304,62,16,35.3%,24.2%,.204,.405,.201,7.8%,35.5%
302,Alec Bohm,PHI,98,384,353,91,4,19.3%,7.7%,.258,.346,.088,6.0%,23.2%
303,Nomar Mazara,- - -,36,121,112,27,3,33.3%,10.7%,.241,.366,.125,6.6%,24.0%
304,Nick Solak,TEX,76,293,262,57,7,32.0%,10.6%,.218,.355,.137,7.5%,19.8%
305,Starlin Castro,WSN,43,187,172,46,1,25.4%,2.9%,.267,.331,.064,7.0%,19.3%
306,Jonah Heim,TEX,73,272,249,55,10,37.9%,13.5%,.221,.382,.161,7.0%,20.6%
307,Albert Pujols,- - -,83,239,215,47,10,37.8%,15.4%,.219,.372,.153,6.3%,19.2%
308,Gio Urshela,- - -,99,385,359,85,10,33.3%,10.8%,.237,.379,.142,6.0%,21.6%
309,Zack Collins,- - -,55,163,144,28,5,48.3%,11.6%,.194,.361,.167,11.0%,33.7%
310,Matt Beaty,- - -,62,148,131,29,3,37.1%,7.7%,.221,.321,.099,8.1%,17.6%
311,Isaac Paredes,- - -,27,100,95,20,5,41.9%,16.1%,.211,.421,.211,5.0%,21.0%
312,Matt Carpenter,- - -,74,157,131,23,4,47.5%,10.5%,.176,.321,.145,14.0%,31.8%
313,Michael Chavis,- - -,42,141,134,29,7,42.4%,19.4%,.216,.410,.194,4.3%,34.8%
314,Michael A. Taylor,KCR,93,361,324,77,6,33.3%,8.0%,.238,.336,.099,7.8%,27.4%
315,Brett Phillips,TBR,80,223,199,40,8,36.8%,20.5%,.201,.372,.171,9.0%,40.8%
316,Dominic Smith,NYM,89,316,285,65,8,37.7%,9.6%,.228,.365,.137,7.0%,22.2%
317,Aaron Hicks,NYY,43,173,149,32,4,37.3%,9.1%,.215,.329,.114,10.4%,19.1%
318,Abraham Toro,- - -,84,322,295,65,9,40.6%,8.7%,.220,.363,.142,6.2%,13.0%
319,Elias Diaz,COL,77,276,252,52,10,40.5%,12.3%,.206,.377,.171,8.0%,19.2%
320,Ronald Torreyes,PHI,55,178,167,41,4,32.8%,8.9%,.246,.371,.126,5.6%,16.3%
321,Nick Madrigal,- - -,34,143,134,34,1,17.4%,5.0%,.254,.351,.097,4.2%,13.3%
322,Jon Berti,MIA,77,281,236,48,3,22.5%,7.5%,.203,.297,.093,13.5%,21.7%
323,Keston Hiura,MIL,41,139,122,23,5,32.3%,23.8%,.189,.336,.148,9.4%,41.0%
324,Joe Panik,- - -,51,138,128,32,2,32.2%,5.4%,.250,.328,.078,6.5%,9.4%
325,MJ Melendez,KCR,25,101,85,16,2,39.1%,8.0%,.188,.318,.129,14.9%,21.8%
326,Anthony Santander,BAL,97,401,366,78,13,46.0%,10.2%,.213,.369,.156,7.0%,22.9%
327,Cesar Hernandez,- - -,110,482,440,102,9,29.0%,9.1%,.232,.336,.105,7.9%,19.3%
328,Yonathan Daza,COL,74,261,242,64,0,24.9%,0.0%,.264,.306,.041,6.5%,18.8%
329,Bobby Witt Jr.,KCR,38,165,157,34,6,49.6%,10.7%,.217,.408,.191,3.6%,27.3%
330,Luis Garcia,WSN,49,187,181,43,4,28.3%,9.8%,.238,.403,.166,2.7%,19.8%
331,Willi Castro,DET,86,305,284,66,4,29.0%,6.5%,.232,.370,.137,4.6%,22.6%
332,Harold Castro,DET,78,255,241,64,3,23.2%,6.8%,.266,.353,.087,3.1%,20.8%
333,Tucker Barnhart,- - -,79,266,245,60,1,34.3%,1.7%,.245,.322,.078,5.6%,27.8%
334,Mike Moustakas,CIN,63,222,206,46,6,47.9%,7.7%,.223,.364,.141,5.0%,20.3%
335,Brandon Marsh,LAA,69,250,230,54,3,29.2%,7.5%,.235,.348,.113,6.0%,38.0%
336,Lewis Brinson,MIA,41,137,131,31,4,38.2%,10.3%,.237,.382,.145,3.6%,21.9%
337,David Dahl,TEX,32,117,107,24,3,35.9%,10.7%,.224,.364,.140,6.8%,26.5%
338,Jarred Kelenic,SEA,61,237,214,39,10,38.3%,17.5%,.182,.369,.187,9.3%,27.4%
339,Trevor Larnach,MIN,69,261,232,48,4,32.9%,8.5%,.207,.328,.121,9.2%,34.9%
340,Jacob Stallings,- - -,84,303,268,58,5,31.0%,7.9%,.216,.306,.090,10.6%,21.8%
341,Jason Heyward,CHC,73,259,236,53,2,33.2%,3.2%,.225,.318,.093,7.7%,18.9%
342,Pedro Severino,BAL,55,215,194,45,3,40.0%,5.4%,.232,.340,.108,7.4%,27.0%
343,Mike Tauchman,- - -,41,121,106,19,4,33.8%,17.4%,.179,.340,.160,10.7%,31.4%
344,Diego Castillo,PIT,33,104,98,18,6,38.2%,23.1%,.184,.398,.214,4.8%,28.8%
345,Oscar Mercado,CLE,57,188,174,35,6,41.9%,10.5%,.201,.368,.167,6.4%,19.7%
346,Sam Hilliard,COL,55,178,156,27,8,42.7%,21.1%,.173,.353,.179,11.2%,37.6%
347,Adam Eaton,- - -,36,139,125,26,3,35.2%,9.7%,.208,.320,.112,9.4%,24.5%
348,Willians Astudillo,- - -,45,142,136,33,4,38.2%,8.0%,.243,.360,.118,2.8%,4.2%
349,Jo Adell,LAA,31,128,123,28,3,31.8%,11.1%,.228,.382,.154,3.1%,29.7%
350,Spencer Torkelson,DET,30,111,96,19,2,36.8%,8.0%,.198,.313,.115,10.8%,27.0%
351,Franchy Cordero,BOS,48,159,137,28,2,33.3%,6.5%,.204,.299,.095,11.9%,27.0%
352,Yan Gomes,- - -,68,260,248,58,7,34.5%,10.3%,.234,.363,.129,3.5%,20.0%
353,Jonathan Villar,- - -,94,333,308,66,9,27.6%,15.3%,.214,.354,.140,6.3%,27.9%
354,Yoshi Tsutsugo,- - -,54,182,167,35,6,40.5%,12.2%,.210,.365,.156,6.6%,26.4%
355,Mauricio Dubon,- - -,55,153,139,32,4,42.3%,8.5%,.230,.338,.108,6.5%,18.3%
356,David Fletcher,LAA,85,368,345,85,2,26.7%,2.4%,.246,.325,.078,5.4%,7.9%
357,Austin Nola,SDP,54,213,192,45,2,34.3%,3.3%,.234,.323,.089,5.6%,10.3%
358,Ryan Jeffers,MIN,67,249,225,43,8,35.9%,15.4%,.191,.342,.151,8.4%,32.1%
359,Eli White,TEX,48,160,140,23,7,51.2%,16.7%,.164,.343,.179,11.3%,31.9%
360,Alex Kirilloff,MIN,36,142,136,32,3,26.9%,10.7%,.235,.360,.125,2.8%,23.2%
361,Marwin Gonzalez,- - -,61,196,178,35,5,30.5%,13.9%,.197,.337,.140,6.1%,30.1%
362,Guillermo Heredia,ATL,64,206,177,30,5,38.0%,10.9%,.169,.316,.147,11.2%,27.7%
363,Yadier Molina,STL,82,320,306,74,7,39.1%,7.1%,.242,.353,.111,2.8%,17.5%
364,Jason Castro,HOU,52,154,134,23,5,37.0%,16.7%,.172,.321,.149,9.7%,34.4%
365,Raimel Tapia,- - -,95,358,334,83,3,15.4%,7.3%,.249,.302,.054,5.9%,18.7%
366,DJ Peters,- - -,32,121,114,23,5,50.0%,13.2%,.202,.404,.202,4.1%,32.2%
367,Gregory Polanco,PIT,52,196,173,33,8,43.7%,14.5%,.191,.358,.168,8.2%,25.5%
368,Stephen Vogt,- - -,61,179,158,27,7,50.4%,12.1%,.171,.329,.158,10.1%,24.6%
369,Tom Murphy,SEA,55,181,157,31,2,38.5%,5.4%,.197,.280,.083,11.0%,34.3%
370,Asdrubal Cabrera,- - -,62,198,178,36,4,35.6%,8.3%,.202,.331,.129,7.6%,22.2%
371,Yu Chang,- - -,61,177,167,33,6,51.3%,10.3%,.198,.371,.174,4.0%,31.1%
372,Victor Robles,WSN,85,292,254,51,0,34.8%,0.0%,.201,.283,.083,6.2%,28.1%
373,Jake Burger,CHW,31,100,92,19,1,42.1%,4.2%,.207,.326,.120,6.0%,35.0%
374,Bobby Bradley,CLE,42,151,135,23,6,33.3%,23.1%,.170,.348,.178,8.6%,38.4%
375,Geraldo Perdomo,ARI,40,144,122,23,1,30.4%,3.6%,.189,.246,.057,13.9%,18.1%
376,Clint Frazier,- - -,35,108,92,15,2,42.6%,7.7%,.163,.272,.109,13.9%,28.7%
377,Ehire Adrianza,- - -,54,128,110,23,1,34.5%,3.4%,.209,.282,.073,9.4%,21.9%
378,Nick Senzel,CIN,42,153,140,35,0,31.7%,0.0%,.250,.286,.036,5.2%,10.5%
379,Max Stassi,LAA,63,242,218,40,7,30.7%,16.3%,.183,.317,.133,7.9%,32.6%
380,Tyler Wade,- - -,65,162,147,34,0,33.0%,0.0%,.231,.279,.048,6.8%,25.9%
381,Charlie Culberson,TEX,66,191,181,40,4,30.8%,10.0%,.221,.343,.122,3.7%,26.7%
382,D.J. Stewart,BAL,47,146,126,19,5,54.5%,11.9%,.151,.294,.143,11.6%,32.9%
383,Hanser Alberto,- - -,65,146,141,32,2,39.7%,4.3%,.227,.333,.106,2.7%,16.4%
384,Tomas Nido,NYM,48,162,154,37,2,27.0%,6.7%,.240,.318,.078,2.5%,25.9%
385,Kyle Higashioka,NYY,49,168,154,28,8,47.2%,15.7%,.182,.370,.188,6.0%,29.2%
386,Jake Marisnick,- - -,57,142,129,27,1,32.9%,3.7%,.209,.295,.085,5.6%,33.1%
387,Willie Calhoun,TEX,40,145,132,25,3,44.5%,6.1%,.189,.326,.136,7.6%,15.9%
388,Magneuris Sierra,MIA,52,121,113,28,0,29.8%,0.0%,.248,.283,.035,6.6%,22.3%
389,Billy McKinney,- - -,66,195,174,28,8,47.9%,14.0%,.161,.362,.201,9.7%,29.2%
390,Bradley Zimmer,- - -,67,217,190,35,5,31.1%,15.6%,.184,.284,.100,6.5%,37.3%
391,Derek Hill,DET,39,131,120,27,1,31.2%,4.2%,.225,.283,.058,6.9%,29.8%
392,Gavin Sheets,CHW,60,199,181,36,3,38.1%,5.9%,.199,.282,.083,8.5%,23.1%
393,Sheldon Neuse,- - -,46,149,141,32,2,22.2%,9.1%,.227,.291,.064,4.0%,28.2%
394,Kevin Plawecki,BOS,40,121,111,24,1,40.2%,2.7%,.216,.288,.072,5.0%,15.7%
395,Nick Ahmed,ARI,69,254,231,46,3,34.5%,5.3%,.199,.312,.113,7.1%,25.2%
396,Jose Peraza,NYM,39,103,96,17,3,50.0%,8.1%,.177,.333,.156,4.9%,20.4%
397,Jose Trevino,- - -,60,216,198,41,5,31.9%,9.4%,.207,.308,.101,6.0%,16.2%
398,Martin Maldonado,HOU,86,316,286,48,11,41.3%,14.1%,.168,.315,.147,8.5%,30.1%
399,Taylor Walls,TBR,57,211,186,33,0,34.6%,0.0%,.177,.258,.081,11.4%,27.5%
400,Luis Rengifo,LAA,45,156,145,29,5,38.1%,11.1%,.200,.324,.124,2.6%,17.3%
401,Didi Gregorius,PHI,71,279,251,48,4,44.2%,4.2%,.191,.295,.104,5.7%,14.0%
402,Andrelton Simmons,- - -,67,233,217,52,0,25.8%,0.0%,.240,.253,.014,5.6%,13.3%
403,Justin Upton,- - -,48,203,179,31,4,38.3%,8.7%,.173,.263,.089,11.3%,29.1%
404,Phillip Evans,PIT,44,149,136,25,4,30.7%,12.9%,.184,.294,.110,7.4%,23.5%
405,Shogo Akiyama,CIN,42,103,95,21,0,18.1%,0.0%,.221,.274,.053,3.9%,22.3%
406,Brock Holt,TEX,39,126,113,22,0,18.7%,0.0%,.195,.248,.053,9.5%,17.5%
407,Josh VanMeter,- - -,73,203,175,31,2,46.7%,3.5%,.177,.246,.069,11.8%,27.6%
408,Kevin Newman,PIT,84,312,294,65,3,36.1%,3.1%,.221,.296,.075,4.5%,8.0%
409,Aristides Aquino,CIN,54,155,139,23,5,46.8%,13.5%,.165,.317,.151,9.0%,40.0%
410,Leody Taveras,TEX,35,134,129,25,3,34.5%,10.3%,.194,.333,.140,3.7%,31.3%
411,Cole Tucker,PIT,31,107,100,21,1,25.8%,5.9%,.210,.290,.080,5.6%,32.7%
412,Jack Mayfield,- - -,55,188,173,33,5,43.9%,9.3%,.191,.306,.116,4.8%,25.5%
413,Sergio Alcantara,- - -,66,198,175,32,4,31.4%,10.5%,.183,.286,.103,8.1%,28.8%
414,Cody Bellinger,LAD,83,355,324,57,9,47.7%,8.5%,.176,.296,.120,7.6%,29.6%
415,Andrew Knizner,STL,51,169,146,25,0,33.9%,0.0%,.171,.219,.048,11.2%,20.1%
416,Pat Valaika,BAL,48,159,147,29,3,46.6%,6.3%,.197,.279,.082,6.3%,27.7%
417,Erik Gonzalez,- - -,46,144,137,31,1,19.1%,4.8%,.226,.277,.051,4.2%,19.4%
418,Carter Kieboom,WSN,31,126,109,18,1,30.8%,4.2%,.165,.220,.055,10.3%,24.6%
419,Austin Hedges,CLE,69,258,233,40,9,51.6%,10.8%,.172,.309,.137,5.8%,27.1%
420,Eric Sogard,CHC,45,109,106,24,1,33.3%,3.4%,.226,.283,.057,2.8%,14.7%
421,Garrett Hampson,COL,87,297,266,48,4,37.6%,6.2%,.180,.271,.090,8.1%,27.6%
422,Sandy Leon,MIA,42,124,117,22,3,41.3%,9.7%,.188,.299,.111,4.0%,32.3%
423,Yonny Hernandez,- - -,31,111,97,19,0,17.6%,0.0%,.196,.216,.021,9.0%,17.1%
424,Kevin Smith,- - -,31,103,92,16,1,55.4%,2.8%,.174,.283,.109,6.8%,28.2%
425,Dom Nunez,COL,45,142,126,18,4,48.6%,11.4%,.143,.278,.135,11.3%,38.0%
426,Isan Diaz,MIA,49,154,137,26,1,37.4%,2.7%,.190,.255,.066,9.7%,26.0%
427,Kelvin Gutierrez,- - -,45,160,149,28,2,28.3%,6.7%,.188,.255,.067,5.0%,26.9%
428,Michael Perez,PIT,49,170,154,23,4,39.4%,9.3%,.149,.279,.130,8.2%,25.9%
429,Ernie Clement,CLE,42,130,118,21,2,43.8%,4.8%,.178,.237,.059,6.2%,16.9%
430,David Bote,CHC,46,166,149,23,2,36.8%,5.1%,.154,.228,.074,9.0%,25.9%
431,Ryan McKenna,BAL,55,147,129,21,0,35.4%,0.0%,.163,.209,.047,8.2%,44.2%
432,Travis Shaw,- - -,47,141,124,18,3,46.3%,7.9%,.145,.234,.089,9.2%,29.8%
433,Victor Reyes,DET,41,130,127,25,1,28.1%,4.0%,.197,.268,.071,2.3%,27.7%
434,Cristian Pache,- - -,43,145,139,24,2,30.8%,7.1%,.173,.266,.094,2.8%,31.7%
435,Brent Rooker,MIN,31,114,106,14,3,36.2%,12.0%,.132,.264,.132,6.1%,32.5%
436,Tim Locastro,- - -,41,104,94,12,2,41.2%,7.1%,.128,.213,.085,2.9%,24.0%
437,Jackie Bradley Jr.,- - -,103,354,321,48,3,30.9%,4.3%,.150,.218,.069,6.5%,28.5%
438,Andrew Velazquez,- - -,45,148,140,22,1,36.5%,3.2%,.157,.236,.079,4.1%,35.1%
